NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
365,첫키스만 50번째,후쿠다 유이치,,(주)미디어캐슬,(주)영화사 그램,20200326,개봉영화,장편,일본,117,18336560,2212,8316200,975,코미디,12세이상관람가,독립/예술영화
366,"집에 돌아오면, 언제나 아내가 죽은 척을 하고있다",리 토시오,,(주)미디어캐슬,(주)영화사 그램,20200220,개봉영화,장편,일본,34,19013020,2201,16730020,1896,멜로/로맨스,12세이상관람가,독립/예술영화
367,모든 것을 벗어던진 특별한 여행,,,주식회사 블루필름웍스,주식회사 블루필름웍스,20200729,개봉영화,장편,호주,51,17677660,2188,12128700,1472,코미디,15세이상관람가,독립/예술영화
368,제인의 썸머,송은주,(주)키다리이엔티,,"(주)키다리이엔티,(주)스마일이엔티",20200618,개봉영화,장편,한국,43,12575500,2182,11094500,2013,멜로/로맨스,청소년관람불가,일반영화
369,너의 새는 노래할 수 있어,미야케 쇼,,(주)디오시네마,(주)디오시네마,20200416,개봉영화,장편,일본,37,19761900,2172,15342040,1590,멜로/로맨스,15세이상관람가,독립/예술영화
370,아메리칸 잡,마크 스티븐 존슨,,(유)조이앤시네마,(주)제이앤씨미디어그룹,20200903,개봉영화,장편,미국,36,5847720,2156,2625260,332,범죄,15세이상관람가,일반영화
371,디어스킨,,,M&M 인터내셔널,M&M 인터내셔널,20200101,개봉영화,장편,프랑스,15,15327280,2153,9980280,1093,스릴러,청소년관람불가,독립/예술영화
372,루브르박물관 기획특별전,,,,씨제이포디플렉스 주식회사,20200916,개봉영화,장편,프랑스,22,27408000,2110,13646500,1050,다큐멘터리,전체관람가,일반영화
373,웰컴 투 X-월드,한태의,(주)시네마달,,(주)시네마달,20201029,개봉영화,장편,한국,23,16522400,2064,12760900,1444,다큐멘터리,전체관람가,독립/예술영화
374,벌룬,미카엘 헤르비그,,주식회사 세미콜론스튜디오,주식회사 세미콜론스튜디오,20200116,개봉영화,장편,독일,24,17339500,2058,12292000,1424,드라마,12세이상관람가,독립/예술영화
375,극장판 시티헌터: 신주쿠 프라이빗 아이즈,코다마 켄지,,(주)퍼스트런,"(주)팬엔터테인먼트,(주)퍼스트런",20200618,개봉영화,장편,일본,64,14319000,2052,6595500,912,애니메이션,12세이상관람가,독립/예술영화
376,파라다이스 힐스,앨리스 웨딩턴,,(주)올스타엔터테인먼트,(주)올스타엔터테인먼트,20200319,개봉영화,장편,스페인,109,17855200,2046,10360520,1103,판타지,12세이상관람가,독립/예술영화
377,기도의 힘,알렉스 켄드릭,,주식회사 더쿱,주식회사 더쿱,20200409,개봉영화,장편,미국,69,16193200,2042,7236540,923,드라마,12세이상관람가,독립/예술영화
378,태백권,최상훈,"(주)그노스,꿀잼컴퍼니(주)",,(주)드림팩트엔터테인먼트,20200820,개봉영화,장편,한국,62,14307800,2018,6001000,950,코미디,15세이상관람가,일반영화
379,프란치스코 교황 : 맨 오브 히스 워드,빔 벤더스,,㈜영화사 백두대간,"㈜영화사 백두대간,영화사 풀",20191121,개봉영화,장편,이탈리아,54,13856000,1965,4753000,622,다큐멘터리,전체관람가,독립/예술영화
380,장마,"이용남,음정현",영화사 무명,,영화사 무명,20200227,개봉영화,장편,한국,1,12096000,1962,12079000,1945,다큐멘터리,전체관람가,독립/예술영화
381,행복의 단추를 채우는 완벽한 방법,칼 헌터,,찬란,찬란,20200402,개봉영화,장편,영국,55,16250120,1955,10844080,1280,코미디,12세이상관람가,독립/예술영화
382,미스터 보스,김형기,"(주)더 재미,대쉬 필름,강천산 픽쳐스",,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",20201230,개봉영화,장편,한국,226,14711600,1954,3874370,540,드라마,15세이상관람가,일반영화
383,작은 빛,조민재,영화사 낭,,(주)시네마달,20200123,개봉영화,장편,한국,21,15038960,1926,12428960,1427,드라마,12세이상관람가,독립/예술영화
384,리메인,김민경,"리메인프로덕션,이유 필름",,(주)영화사오원,20200827,개봉영화,장편,한국,45,14930600,1897,5689100,632,드라마,청소년관람불가,독립/예술영화
385,마리오 보타 : 영혼을 위한 건축,"로레타 달포죠,미셸 볼론테",,하준사,하준사,20200123,개봉영화,장편,스위스,10,14659720,1888,11777220,1409,다큐멘터리,전체관람가,독립/예술영화
386,기억의 전쟁,이길보라,영화사고래,,(주)시네마달,20200227,개봉영화,장편,한국,14,15925340,1882,14002940,1571,다큐멘터리,12세이상관람가,독립/예술영화
387,프린세스 에미: 마법 책의 비밀,피엣 드 라이커,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,20201126,개봉영화,장편,독일,133,14555780,1871,1460400,181,애니메이션,전체관람가,일반영화
388,내언니전지현과 나,박윤진,,,호우주의보,20201203,개봉영화,장편,한국,36,15918800,1836,11531030,1253,다큐멘터리,12세이상관람가,독립/예술영화
389,디어 마이 지니어스,구윤주,오엠지프로덕션,,필름다빈,20201022,개봉영화,장편,한국,14,10582400,1807,4748900,711,다큐멘터리,전체관람가,독립/예술영화
390,블러드샷,데이브 윌슨,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,20200521,개봉영화,장편,미국,8,13568000,1806,8676000,1212,액션,15세이상관람가,일반영화
391,파리 오페라 발레단,"티에리 데마이지에르,알반 테우를라이",,(주)영화사 진진,(주)영화사 진진,20200611,개봉영화,장편,프랑스,18,14287540,1805,10958040,1341,다큐멘터리,전체관람가,독립/예술영화
392,공포체험라디오 4DX,서정희,"CGV ICECON,씨제이포디플렉스 주식회사",,"CGV ICECON,씨제이포디플렉스 주식회사",20200916,개봉영화,장편,한국,37,16604000,1794,6099500,650,공포(호러),15세이상관람가,일반영화
393,바람의 언덕,박석영,영화사 삼순,,영화사 삼순,20200423,개봉영화,장편,한국,28,12605900,1794,7511400,1079,드라마,전체관람가,독립/예술영화
394,성혜의 나라,정형석,닷 팩토리,,아이 엠,20200130,개봉영화,장편,한국,28,14491980,1785,11110280,1275,드라마,12세이상관람가,독립/예술영화
395,범털,강태호,(주)피터팬픽쳐스,,(주)피터팬픽쳐스,20200514,개봉영화,장편,한국,48,14023560,1741,3009260,340,범죄,15세이상관람가,독립/예술영화
396,쥬라기 프레데터,앤드류 존스,,(주)영화사 안다미로,(주)영화사 안다미로,20191216,개봉영화,장편,영국,1,3564000,1710,3564000,1710,액션,15세이상관람가,일반영화
397,네 멋대로 해라: 장 뤽 고다르,미셀 하자나비시우스,,주식회사 더쿱,(주)이수C&E,20200319,개봉영화,장편,프랑스,93,13829600,1690,8029660,978,코미디,15세이상관람가,독립/예술영화
398,프리즈너,양길영,영화사 인연,,(주)박수엔터테인먼트,20200723,개봉영화,장편,한국,49,13642360,1681,4075480,490,액션,15세이상관람가,일반영화
399,걸즈 앤 판처 제​ 63회 전차도 전국 고교생 대회,미즈시마 츠토무,,주식회사 온 피크,"주식회사 온 피크,(주)다날엔터테인먼트",20200409,개봉영화,장편,일본,11,15465500,1667,10414500,1102,애니메이션,12세이상관람가,일반영화
400,김일성의 아이들,김덕영,다큐스토리,,다큐스토리,20200625,개봉영화,장편,한국,13,13076500,1667,9519500,1233,다큐멘터리,전체관람가,독립/예술영화
401,얼굴없는 보스: 못다한 이야기 감독판,임성용,(주)좋은 하늘,,"(주)좋은 하늘,(주)박수엔터테인먼트",20200513,개봉영화,장편,한국,50,12157200,1662,2287840,332,범죄,15세이상관람가,일반영화
402,팡파레,이돈구,디케이 프로덕션,,㈜인디스토리,20200709,개봉영화,장편,한국,24,14141980,1635,10406980,1100,드라마,청소년관람불가,독립/예술영화
403,기도하는 남자,강동헌,"영화사 연,클리어마인드스튜디오(주)",,(주)랠리버튼,20200220,개봉영화,장편,한국,34,13444920,1616,9145200,1067,드라마,15세이상관람가,독립/예술영화
404,쥬라기 펫의 모험,라이언 벨가드,,(주)영화사 안다미로,(주)영화사 안다미로,20191224,개봉영화,장편,미국,1,3379000,1601,3379000,1601,판타지,12세이상관람가,일반영화
405,메탈리카와 샌프란시스코 심포니,,,씨제이포디플렉스 주식회사,씨제이포디플렉스 주식회사,20200520,개봉영화,장편,미국,41,27194000,1534,11606000,653,공연,12세이상관람가,일반영화
406,싸커 퀸즈,모하메드 하미디,,(주)스톰픽쳐스코리아,와이드 릴리즈(주),20200527,개봉영화,장편,프랑스,57,11932580,1524,8375740,1075,코미디,12세이상관람가,독립/예술영화
407,스왈로우,카를로 미라벨라 데이비스,,주식회사 왓챠,주식회사 왓챠,20200703,개봉영화,장편,미국,10,11980000,1520,7486000,951,미스터리,15세이상관람가,독립/예술영화
408,존과 맥의 요상한 우주여행,,,(주)영화사 안다미로,(주)영화사 안다미로,20191224,개봉영화,장편,미국,1,2944000,1514,2944000,1514,SF,12세이상관람가,일반영화
409,마치다군의 세계,이시이 유야,,(주)디오시네마,(주)디오시네마,20201112,개봉영화,장편,일본,44,14124170,1483,10592800,1076,멜로/로맨스,전체관람가,독립/예술영화
410,큐리오사,루 주네,,주식회사 디에스이이디,(주)트리플픽쳐스,20200806,개봉영화,장편,프랑스,19,12969800,1480,8238100,875,드라마,청소년관람불가,독립/예술영화
411,포스 오브 네이쳐,마이클 폴리쉬,,주식회사 풍경소리,주식회사 풍경소리,20200701,개봉영화,장편,미국,46,10180160,1478,5650280,871,액션,15세이상관람가,일반영화
412,일 트로바토레,프랑코 제피렐리,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,20200112,개봉영화,장편,독일,5,35161000,1468,26345000,1100,공연,전체관람가,일반영화
413,루프홀,,,(주)영화사 안다미로,(주)영화사 안다미로,20191216,개봉영화,장편,미국,1,2659000,1465,2659000,1465,SF,15세이상관람가,일반영화
414,우리집 똥멍청이,이반 아탈,,(주)퍼스트런,(주)퍼스트런,20200722,개봉영화,장편,프랑스,79,11983600,1459,3265200,396,코미디,15세이상관람가,독립/예술영화
415,함께 있을 수 있다면,끌로드 베리,,(주)영화사 진진,(주)영화사 진진,20201224,개봉영화,장편,프랑스,30,11108470,1441,6662470,858,멜로/로맨스,12세이상관람가,독립/예술영화
416,아이 빌리브,,,(재)CBS,(재)CBS,20201105,개봉영화,장편,미국,75,11757600,1433,5082500,607,드라마,전체관람가,일반영화
417,스카이와 친구들: 로보시티의 비밀,,,에이케이엔터테인먼트(주),와이드 릴리즈(주),20201210,개봉영화,장편,기타,83,10748880,1392,1259700,145,애니메이션,전체관람가,일반영화
418,O.J. 심슨 사건 파일,다니엘 패런즈,,(주)스마일이엔티,(주)스마일이엔티,20200805,개봉영화,장편,미국,50,6906000,1374,5166000,1026,스릴러,청소년관람불가,일반영화
419,1945: 포인트 오브 노 리턴,릭 로버츠,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,20200624,개봉영화,장편,영국,47,9344180,1369,2861940,392,전쟁,15세이상관람가,일반영화
420,코드 8,,,주식회사 더쿱,(주)팝엔터테인먼트,20200702,개봉영화,장편,캐나다,82,11241360,1362,3337960,400,SF,15세이상관람가,일반영화
421,아웃사이더,"가한진,후닝 유안",,(주)영화사오원,(주)영화사오원,20200402,개봉영화,장편,대만,96,11027280,1355,4497860,548,기타,청소년관람불가,독립/예술영화
422,브라 이야기,바이트 헬머,,알토미디어(주),알토미디어(주),20200116,개봉영화,장편,독일,12,10796440,1353,8184440,925,드라마,12세이상관람가,독립/예술영화
423,그날이 온다,크리스토퍼 모리스,,(유)조이앤시네마,(주)제이앤씨미디어그룹,20201209,개봉영화,장편,영국,105,12155850,1315,5648000,591,코미디,15세이상관람가,독립/예술영화
424,황무지 5월의 고해,김태영,(주)인디컴,,시네마 뉴원,20201028,개봉영화,장편,한국,39,10624500,1314,6788000,824,드라마,15세이상관람가,독립/예술영화
425,예티: 신비한 동물 탐험대,"피에르 그레코,낸시 플로렌스 사바드",,(주)퍼스트런,(주)디스테이션,20201008,개봉영화,장편,캐나다,78,10032160,1307,1023000,131,애니메이션,전체관람가,독립/예술영화
426,욕창,심혜정,,,필름다빈,20200702,개봉영화,장편,한국,17,10067580,1288,6470080,736,드라마,12세이상관람가,독립/예술영화
427,어트랙션,"만스 말린드,비욘 스테인",,주식회사 더쿱,(주)이수C&E,20200917,개봉영화,장편,독일,101,10807570,1286,4452080,522,드라마,12세이상관람가,독립/예술영화
428,엠티맨,,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20201119,개봉영화,장편,미국,100,11314120,1266,4967810,556,공포(호러),15세이상관람가,일반영화
429,그녀의 비밀정원,김인식,(주)인디컴미디어,,"(유)조이앤시네마,(주)제이앤씨미디어그룹",20200422,개봉영화,장편,한국,79,9966880,1254,2905860,375,드라마,15세이상관람가,독립/예술영화
430,바다로 가자,김량,ZONE Film,,ZONE Film,20200618,개봉영화,장편,한국,15,8370500,1246,6458500,977,가족,전체관람가,독립/예술영화
431,비홀드 마이 하트,조슈아 레오나드,,(주)달빛공장,(주)디오시네마,20200521,개봉영화,장편,미국,47,10467300,1240,7731480,911,드라마,12세이상관람가,독립/예술영화
432,다니엘 이즌 리얼,아담 이집트 모티머,,위드 라이언 픽쳐스,(주)디스테이션,20200409,개봉영화,장편,미국,36,10914000,1221,5942000,635,스릴러,청소년관람불가,독립/예술영화
433,어쩌다 아스널,줄리엔 라페뉴,,(주)스마일이엔티,(주)스마일이엔티,20200513,개봉영화,장편,프랑스,85,9564880,1211,3781240,500,드라마,전체관람가,독립/예술영화
434,겨울밤에,장우진,봄내필름,,㈜인디스토리,20201210,개봉영화,장편,한국,49,10111970,1174,6463570,711,드라마,12세이상관람가,독립/예술영화
435,터미네이터: 다크 페이트,팀 밀러,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20191030,개봉영화,장편,미국,1315,13246000,1165,8802000,693,액션,15세이상관람가,일반영화
436,앙상블,정형석,"닷 팩토리,전주 영상위원회",,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",20201105,개봉영화,장편,한국,52,10376610,1140,6412540,678,드라마,12세이상관람가,독립/예술영화
437,킬러맨,말릭 베이더,,(주)누리픽쳐스,"(주)누리픽쳐스,(주)스톰픽쳐스코리아,와이드 릴리즈(주)",20200813,개봉영화,장편,미국,25,9192300,1121,5538300,690,액션,청소년관람불가,일반영화
438,스킨,기 나티브,,(주)비디오가게,(주)스마일이엔티,20200319,개봉영화,장편,미국,34,8825160,1120,5818160,754,드라마,청소년관람불가,독립/예술영화
439,국도극장: 감독판,전지희,명필름랩,,명필름랩,20200529,개봉영화,장편,한국,1,9046000,1106,6305000,700,드라마,12세이상관람가,독립/예술영화
440,페인티드 버드,,,M&M 인터내셔널,M&M 인터내셔널,20200326,개봉영화,장편,슬로바키아,12,10404280,1103,9763900,1024,드라마,청소년관람불가,독립/예술영화
441,어제 일은 모두 괜찮아,이성한,(주)부영엔터테인먼트,,(주)삼백상회,20191121,개봉영화,장편,한국,87,4439000,1095,4439000,1095,드라마,15세이상관람가,독립/예술영화
442,라이어트: 기계들의 역습,,,하드릴컴퍼니,(주)노바이앤티,20201223,개봉영화,장편,미국,52,5950900,1078,4575900,803,SF,15세이상관람가,일반영화
443,마지막 휴가,노거경,거경필름,,(주)드림팩트엔터테인먼트,20201210,개봉영화,장편,한국,11,8849000,1075,5607000,701,기타,15세이상관람가,독립/예술영화
444,구르는 수레바퀴,문정윤,아방가르드 필름,,아방가르드 필름,20200923,개봉영화,장편,한국,4,8510000,1072,8419000,1060,가족,12세이상관람가,독립/예술영화
445,청춘빌라 살인사건,신해강,(주)메가폰엔터테인먼트,,(주)미로스페이스,20200102,개봉영화,장편,한국,6,6714500,1068,2863500,337,코미디,15세이상관람가,독립/예술영화
446,라스트 크리스마스,폴 페이그,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),20191205,개봉영화,장편,미국,623,5695300,1060,5695300,1060,코미디,12세이상관람가,일반영화
447,뮤직 앤 리얼리티,"빅 포니,스티브 리",(주)보더리스필름,,"(주)미로스페이스,(주)스튜디오 보난자",20201223,개봉영화,장편,한국,38,9197950,1059,6179680,692,드라마,12세이상관람가,독립/예술영화
448,어게인,조창열,(주)하늬바람,,(주)에스와이코마드,20200730,개봉영화,장편,한국,22,8008500,1027,6292000,776,뮤지컬,12세이상관람가,독립/예술영화
449,베토벤 프로젝트,존 노이마이어,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,20200712,개봉영화,장편,독일,13,17639000,1021,13013000,774,공연,전체관람가,일반영화
450,아르코라이브 뮤지컬 안테모사,"이정민,오미선",한국문화예술위원회,,(주)아이디어랩,20200325,개봉영화,장편,한국,16,12059500,1016,6405000,536,공연,전체관람가,일반영화
451,해피 해피 레스토랑,후카가와 요시히로,,찬란,찬란,20200514,개봉영화,장편,일본,24,7940120,1009,6675800,855,가족,전체관람가,독립/예술영화
452,산티아고의 흰 지팡이,이종은,제이리미디어,,제이리미디어,20200319,개봉영화,장편,한국,21,7799460,1006,5792060,708,다큐멘터리,전체관람가,독립/예술영화
453,체이싱,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,20200423,개봉영화,장편,러시아,60,7693060,1005,1927500,254,액션,15세이상관람가,일반영화
454,리골레토,필립 슈톨츨,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,20200405,개봉영화,장편,독일,6,24467500,996,19741600,803,공연,12세이상관람가,일반영화
455,동아시아반일무장전선,김미례,감 픽쳐스,,아이 엠,20200820,개봉영화,장편,한국,23,7845500,992,6219000,755,다큐멘터리,15세이상관람가,독립/예술영화
456,트레져 헌터: 비밀의 책,,,(주)소나무픽쳐스,(주)소나무픽쳐스,20200114,개봉영화,장편,중국,5,4657000,990,4657000,990,멜로/로맨스,12세이상관람가,독립/예술영화
457,소림퇴마: 악마사냥꾼,,,(주)소나무픽쳐스,(주)소나무픽쳐스,20200203,개봉영화,장편,중국,5,4771000,988,4771000,988,액션,12세이상관람가,독립/예술영화
458,투란도트,프랑코 제피렐리,,(주) 인스터 글로벌,(주) 인스터 글로벌,20200208,개봉영화,장편,미국,5,25821500,986,18729000,713,공연,12세이상관람가,일반영화
459,리틀 큐,나영창,,(주)모인그룹,(주)미로스페이스,20200109,개봉영화,장편,홍콩,37,7288460,963,3385000,426,드라마,전체관람가,독립/예술영화
460,이태원,강유가람,영희야 놀자,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),20191205,개봉영화,장편,한국,15,8247000,960,7481000,844,다큐멘터리,15세이상관람가,독립/예술영화
461,해머 오브 갓,파렌 블랙번,,주식회사 모쿠슈라픽쳐스,(주)다자인소프트,20201125,개봉영화,장편,영국,42,7175470,960,2449000,314,액션,청소년관람불가,독립/예술영화
462,파도를 걷는 소년,최창환,(주)컬쳐플랫폼,,매치컷(주),20200514,개봉영화,장편,한국,25,7954220,943,4837220,518,드라마,15세이상관람가,독립/예술영화
463,꿀벌과 천둥,이시카와 케이,,(주)엔케이컨텐츠,(주)디스테이션,20201029,개봉영화,장편,일본,35,8270600,923,4041100,431,드라마,전체관람가,독립/예술영화
464,구직자들,황승재,주식회사인시즌,,(주)이놀미디어,20201112,개봉영화,장편,한국,29,8404650,920,5921080,631,SF,전체관람가,독립/예술영화
465,시체들의 새벽: 컨테이젼,헥터 헤르난데즈 비센스,,(유)조이앤시네마,(주)제이앤씨미디어그룹,20200409,개봉영화,장편,불가리아,52,7651860,875,2690920,298,공포(호러),청소년관람불가,일반영화
466,디아스포라의 노래 : 아리랑 로드,이규철,KBS 미디어,,(주)드림팩트엔터테인먼트,20191212,개봉영화,장편,한국,7,4325000,863,20000,2,다큐멘터리,전체관람가,독립/예술영화
467,82년생 김지영,김도영,(주)봄바람영화사,,롯데컬처웍스(주)롯데엔터테인먼트,20191023,개봉영화,장편,한국,1486,7202000,863,1662000,189,드라마,12세이상관람가,일반영화
468,백년의 기억,피에르 올리비에 프랑수아,,전국예술영화관협회,"전국예술영화관협회,에무 시네마 앤 카페",20200611,개봉영화,장편,프랑스,6,5618500,862,2849000,347,다큐멘터리,전체관람가,독립/예술영화
469,플레인 하이스트,앤드류 로렌스,,씨네쿼넌 픽쳐스,씨네쿼넌 픽쳐스,20200929,개봉영화,장편,미국,50,4211000,851,1200000,240,액션,15세이상관람가,일반영화
470,헤로니모,전후석,커넥트픽쳐스(주),,커넥트픽쳐스(주),20191121,개봉영화,장편,한국,68,5715000,842,1818000,218,다큐멘터리,전체관람가,독립/예술영화
471,소림쿵푸: 마지막 대결,,,(주)소나무픽쳐스,(주)소나무픽쳐스,20191230,개봉영화,장편,중국,5,3963000,841,3963000,841,액션,12세이상관람가,독립/예술영화
472,에듀케이션,김덕중,"(주)타이거시네마,DGC",,영화배급협동조합 씨네소파,20201126,개봉영화,장편,한국,23,7116670,836,5272470,569,드라마,12세이상관람가,독립/예술영화
473,나의이름,허동우,(주)뉴데이픽쳐스,,시네마 뉴원,20201014,개봉영화,장편,한국,38,6997500,833,4819500,560,멜로/로맨스,12세이상관람가,독립/예술영화
474,블러드 킬,제임스 쿨렌 브레삭,,(주)스톰픽쳐스코리아,노바엔터테인먼트,20200928,개봉영화,장편,미국,50,4283500,829,603500,93,범죄,15세이상관람가,일반영화
475,무협강호,,,(주)스톰픽쳐스코리아,(주)원더스컴퍼니,20201113,개봉영화,장편,중국,48,4230000,824,630000,104,액션,12세이상관람가,일반영화
476,할로윈: 살인마 잭,앤드류 존스,,(주)영화사 안다미로,(주)영화사 안다미로,20200721,개봉영화,장편,영국,1,869000,821,869000,821,공포(호러),15세이상관람가,일반영화
477,블러드: 궁금한 이야기,,,(주)영화사 안다미로,(주)영화사 안다미로,20200615,개봉영화,장편,영국,1,842000,818,841000,817,공포(호러),15세이상관람가,일반영화
478,모탈: 레전드 오브 토르,안드레 외브레달,,주식회사 풍경소리,주식회사 풍경소리,20200709,개봉영화,장편,기타,28,5742080,808,3986100,590,액션,12세이상관람가,독립/예술영화
479,마음에 부는 바람,윤석호,,,(주)트리플픽쳐스,20201105,개봉영화,장편,일본,13,6953000,805,6345500,739,기타,12세이상관람가,독립/예술영화
480,파이널 킬,저스틴 리,,(주)스톰픽쳐스코리아,(주)스톰픽쳐스코리아,20200921,개봉영화,장편,미국,49,4046000,804,366000,68,액션,15세이상관람가,일반영화
481,소녀가 소녀에게,에다 유카,,(주)디오시네마,(주)디오시네마,20200109,개봉영화,장편,일본,9,7761100,796,7063100,703,드라마,15세이상관람가,독립/예술영화
482,썩시드,차야놉 분프라콥,,주식회사 슈아픽처스,주식회사 슈아픽처스,20200109,개봉영화,장편,태국,12,7412200,783,6924200,714,코미디,12세이상관람가,독립/예술영화
483,래미의 드래곤월드 구출작전,웨이밍 황,,와이드 릴리즈(주),와이드 릴리즈(주),20200716,개봉영화,장편,중국,65,6067340,779,634500,74,애니메이션,전체관람가,일반영화
484,"이별유예, 일주일",김규현,(주)에스비에스미디어넷,,(주)유어스토리블루,20201209,개봉영화,장편,한국,29,7586000,779,3386500,348,드라마,15세이상관람가,일반영화
485,낙엽귀근,장양,,(주)시네마엔터,주식회사 블루필름웍스,20200924,개봉영화,장편,중국,23,6259880,777,3893400,460,코미디,15세이상관람가,독립/예술영화
486,포기와 베스,,,(주) 인스터 글로벌,(주) 인스터 글로벌,20201006,개봉영화,장편,미국,7,19024000,758,14025700,560,공연,12세이상관람가,일반영화
487,이별식당,임왕태,"(주)미스터로맨스,HATCH FILM ,서울예술대학",,"(주)에스와이코마드,아이 엠",20200827,개봉영화,장편,한국,24,5934740,754,3975900,488,뮤지컬,12세이상관람가,독립/예술영화
488,더 테러리스트,,,(주)스톰픽쳐스코리아,(주)드림팩트엔터테인먼트,20200226,개봉영화,장편,기타,17,6063400,748,5235020,633,범죄,15세이상관람가,독립/예술영화
489,메기,이옥섭,"국가인권위원회,2X9HD",,"(주)엣나인필름,CGV아트하우스",20190926,개봉영화,장편,한국,155,6143000,745,5394000,632,미스터리,15세이상관람가,독립/예술영화
490,레전더리 콘서트: 헤르베르트 폰 카라얀,헤르베르트 폰 카라얀,,,(주)케빈앤컴퍼니,20201101,개봉영화,장편,독일,15,20976000,730,12899000,429,공연,전체관람가,일반영화
491,선생님과 길고양이,후카가와 요시히로,,찬란,찬란,20200409,개봉영화,장편,일본,53,5860820,730,3248080,401,코미디,전체관람가,독립/예술영화
492,프리저베이션홀 재즈밴드,"T.G. 헤링턴,대니 클린치",,(주)에스와이코마드,(주)에스와이코마드,20200402,개봉영화,장편,미국,30,6017260,707,3967000,453,다큐멘터리,전체관람가,독립/예술영화
493,블랙머니,정지영,"유한회사 질라라비,(주)아우라픽처스",,(주)에이스메이커무비웍스,20191113,개봉영화,장편,한국,1117,3500000,700,2450000,490,범죄,12세이상관람가,일반영화
494,슈퍼펫,벤 스미스,,예지림엔터테인먼트,예지림엔터테인먼트,20200813,개봉영화,장편,영국,5,3500000,700,0,0,애니메이션,전체관람가,독립/예술영화
495,기묘한 이야기: 리플레이,,,(주)영화사 안다미로,(주)영화사 안다미로,20200823,개봉영화,장편,미국,1,738000,696,738000,696,어드벤처,15세이상관람가,일반영화
496,치어리딩 클럽,자라 헤이즈,,찬란,찬란,20200910,개봉영화,장편,캐나다,35,5145240,672,3251300,421,코미디,12세이상관람가,독립/예술영화
497,하트,정가영,비치사,,필름다빈,20200227,개봉영화,장편,한국,11,5337500,672,4645500,569,드라마,청소년관람불가,독립/예술영화
498,펠리칸 베이커리,,,(주)영화사 진진,(주)영화사 진진,20200402,개봉영화,장편,일본,28,5492140,665,3780140,449,다큐멘터리,전체관람가,독립/예술영화
499,여름날,오정석,오전필름,,영화배급협동조합 씨네소파,20200820,개봉영화,장편,한국,12,5136480,663,3434480,403,드라마,전체관람가,독립/예술영화
500,쉬 네버 다이,오드리 커밍스,,주식회사 더쿱,주식회사 더쿱,20200402,개봉영화,장편,캐나다,41,5224700,631,2154520,268,스릴러,청소년관람불가,독립/예술영화
501,장 미쉘 바스키아: 더 레이디언트 차일드,탐라 데이비스,,,롯데컬처웍스(주)롯데엔터테인먼트,20201209,개봉영화,장편,미국,18,5618700,608,3553400,380,다큐멘터리,12세이상관람가,일반영화
502,쓰루 더 파이어,,,브릿지웍스 엔터테인먼트(주),(주)영화사오원,20200723,개봉영화,장편,프랑스,23,4341760,602,2946300,395,드라마,15세이상관람가,독립/예술영화
503,기도의 막이 내릴 때,후쿠자와 카츠오,,(주)오렌지옐로우하임,노바엔터테인먼트,20200514,개봉영화,장편,일본,33,4874540,601,2697300,323,드라마,15세이상관람가,독립/예술영화
504,나의 인생여행,,,미디어소프트,(주)라이크콘텐츠,20201210,개봉영화,장편,영국,31,4757210,590,2682340,327,드라마,15세이상관람가,독립/예술영화
505,레전더리 콘서트: 카를로스 클라이버,카를로스 클라이버,,,(주)케빈앤컴퍼니,20201202,개봉영화,장편,독일,14,17130000,583,11503000,381,공연,전체관람가,일반영화
506,초능력소년사건,채수응,주식회사 스튜디오척,,디에이치 컴퍼니,20200528,개봉영화,장편,중국,12,5305920,580,4932420,520,드라마,12세이상관람가,독립/예술영화
507,마담 버터플라이,,,(주) 인스터 글로벌,(주) 인스터 글로벌,20200505,개봉영화,장편,미국,6,14304900,564,10087200,396,공연,전체관람가,일반영화
508,내 사랑 찾기,,,주식회사 더쿱,(주)팝엔터테인먼트,20201022,개봉영화,장편,미국,38,4557300,560,2043300,249,멜로/로맨스,12세이상관람가,독립/예술영화
